model,target,lead,fold,test_years,n_test,n_train,mae,rmse,mae_log,skill_vs_persistence,skill_vs_climatology,note,best_baseline_mae,skill_vs_best_baseline,best_of_three_mae,skill_vs_best_of_three
gbt,change,1,1,2010-2011,72,334,1855.4253152576505,3667.643540938458,0.9474434881614,0.0494814991742799,0.0810387465303738,,1952.013888888889,0.04948149917427991,1777.5522509389266,-0.04380915625832671
persistence,change,1,1,2010-2011,72,334,1952.013888888889,4091.658603182822,0.9144775249800492,0.0,0.0332000348532721,,1952.013888888889,0.0,1777.5522509389266,-0.09814712217759536
climatology,change,1,1,2010-2011,72,334,2019.046296296296,3828.071840521468,1.088187713520391,-0.034340128310031,0.0,,1952.013888888889,-0.03434012831003108,1777.5522509389266,-0.13585763525646533
elasticnet,change,1,1,2010-2011,72,334,1804.5610825783767,3775.954495612694,0.8910926053767777,0.0755388100206826,0.1062309537484934,,1952.013888888889,0.07553881002068286,1777.5522509389266,-0.015194395340662359
transformer,change,1,1,2010-2011,72,334,2106.833969487251,4266.674462093477,0.953527758881692,-0.0793130015516887,-0.0434797722825828,seeded + op determinism ON,1952.013888888889,-0.07931300155168874,1777.5522509389266,-0.1852444665828492
gbt,change,1,2,2012-2013,72,406,1520.036859869111,3047.646289772245,0.7156470391873072,-0.0627873594159471,0.2114287182383238,,1430.236111111111,-0.06278735941594715,1242.1000155290865,-0.2237636590171317
persistence,change,1,2,2012-2013,72,406,1430.236111111111,2587.0008670487746,0.7671261048337715,0.0,0.2580159382070237,,1430.236111111111,0.0,1242.1000155290865,-0.15146614059245933
climatology,change,1,2,2012-2013,72,406,1927.5833333333333,3535.251668098828,0.902748145298343,-0.3477378443730152,0.0,,1430.236111111111,-0.34773784437301525,1242.1000155290865,-0.5518744941905966
elasticnet,change,1,2,2012-2013,72,406,1377.505065343354,2579.401288644841,0.7583913024253637,0.0368687696794284,0.2853719776870758,,1430.236111111111,0.036868769679428426,1242.1000155290865,-0.10901300066129571
transformer,change,1,2,2012-2013,72,406,2097.1056854172616,4431.173414440809,0.802182498469551,-0.4662653733362094,-0.0879455373743953,seeded + op determinism ON,1430.236111111111,-0.46626537333620943,1242.1000155290865,-0.6883549305198067
gbt,change,1,3,2014-2015,72,478,3107.6410332080222,5196.968626334278,0.7349442165778426,-0.1391646016158438,0.3909140290360731,,2728.0,-0.13916460161584387,2728.0,-0.13916460161584387
persistence,change,1,3,2014-2015,72,478,2728.0,4703.638287420588,0.651210944922776,0.0,0.4653222457053431,,2728.0,0.0,2728.0,0.0
climatology,change,1,3,2014-2015,72,478,5102.138583638584,9741.75313957544,0.8645987292831758,-0.8702854045595985,0.0,,2728.0,-0.8702854045595985,2728.0,-0.8702854045595985
elasticnet,change,1,3,2014-2015,72,478,2913.399679685535,4680.85151190493,0.6528576700622479,-0.0679617594155186,0.4289846048031398,,2728.0,-0.06796175941551863,2728.0,-0.06796175941551863
transformer,change,1,3,2014-2015,72,478,3221.755161281313,5804.610684251168,0.6665376321898345,-0.1809952937248216,0.3685480885186536,seeded + op determinism ON,2728.0,-0.1809952937248216,2728.0,-0.1809952937248216
gbt,change,1,4,2016-2017,72,550,1965.1949343944332,3319.467490546548,0.669565113021656,0.1356450847201313,-0.0893682246872349,,1803.9767361111108,-0.08936822468723493,1803.9767361111108,-0.08936822468723493
persistence,change,1,4,2016-2017,72,550,2273.597222222222,3678.7904998336976,0.708581472097401,0.0,-0.2603251343049395,,1803.9767361111108,-0.26032513430493953,1803.9767361111108,-0.26032513430493953
climatology,change,1,4,2016-2017,72,550,1803.9767361111108,3125.201491121265,0.6673952653506413,0.2065539496270595,0.0,,1803.9767361111108,0.0,1803.9767361111108,0.0
elasticnet,change,1,4,2016-2017,72,550,2140.085976049568,3448.4417739894493,0.6942630813624872,0.0587224706591433,-0.1863157285847367,,1803.9767361111108,-0.186315728584737,1803.9767361111108,-0.186315728584737
transformer,change,1,4,2016-2017,72,550,2205.786538572037,3845.715322615441,0.7508180043352077,0.0298252843500164,-0.222735578800822,seeded + op determinism ON,1803.9767361111108,-0.22273557880082206,1803.9767361111108,-0.22273557880082206
gbt,change,1,5,2018-2019,72,622,1312.2672281701357,2321.316931104791,0.6399573036287945,0.0325981096148161,0.2287515308986145,,1356.486111111111,0.03259810961481591,1356.486111111111,0.03259810961481591
persistence,change,1,5,2018-2019,72,622,1356.486111111111,2325.894299332338,0.738949978030421,0.0,0.2027631155503503,,1356.486111111111,0.0,1356.486111111111,0.0
climatology,change,1,5,2018-2019,72,622,1701.4843863471317,2890.4441943506167,0.7941559104781529,-0.2543323314629657,0.0,,1356.486111111111,-0.25433233146296574,1356.486111111111,-0.25433233146296574
elasticnet,change,1,5,2018-2019,72,622,1350.6415361973352,2235.3218381645183,0.7141130733395797,0.0043086139002105,0.2061981014724506,,1356.486111111111,0.004308613900210534,1356.486111111111,0.004308613900210534
transformer,change,1,5,2018-2019,72,622,1403.346740039323,2476.631198144618,0.7306824663170226,-0.0345456017163554,0.1752220876665647,seeded + op determinism ON,1356.486111111111,-0.034545601716355234,1356.486111111111,-0.034545601716355234
gbt,change,1,6,2020-2021,72,694,8458.869693002933,13344.693379404544,1.0696483176505565,-0.5149573721912535,0.3689031797525077,,5583.569444444444,-0.5149573721912535,5583.569444444444,-0.5149573721912535
persistence,change,1,6,2020-2021,72,694,5583.569444444444,8947.20606219866,0.8973389084702558,0.0,0.5834227207761854,,5583.569444444444,0.0,5583.569444444444,0.0
climatology,change,1,6,2020-2021,72,694,13403.44210526316,20352.696412122663,1.517867105404747,-1.4005149821498777,0.0,,5583.569444444444,-1.4005149821498781,5583.569444444444,-1.4005149821498781
elasticnet,change,1,6,2020-2021,72,694,7347.912411462449,11169.35879404994,0.9347658944324202,-0.3159883627441038,0.4517891483578589,,5583.569444444444,-0.3159883627441038,5583.569444444444,-0.3159883627441038
transformer,change,1,6,2020-2021,72,694,9727.262716158526,15064.731230657511,1.0134580897258043,-0.7421226355189305,0.2742712924213026,seeded + op determinism ON,5583.569444444444,-0.7421226355189305,5583.569444444444,-0.7421226355189305
gbt,change,1,7,2022-2023,72,766,28336.37791567346,34252.448153798505,0.9024420759390864,-1.1431279267134138,0.4132780651286996,,13221.972222222224,-1.1431279267134133,13221.972222222224,-1.1431279267134133
persistence,change,1,7,2022-2023,72,766,13221.972222222224,18182.13712227837,0.409639158875169,0.0,0.7262310254287686,,13221.972222222224,0.0,13221.972222222224,0.0
climatology,change,1,7,2022-2023,72,766,48296.094336219336,55631.66653799383,2.7995718591763774,-2.652714854070552,0.0,,13221.972222222224,-2.652714854070551,13221.972222222224,-2.652714854070551
elasticnet,change,1,7,2022-2023,72,766,23768.58259746909,28478.537222034476,0.6414141386809485,-0.7976578832559589,0.5078570446711257,,13221.972222222224,-0.7976578832559587,13221.972222222224,-0.7976578832559587
transformer,change,1,7,2022-2023,72,766,18170.63484311154,22951.647580331955,0.4992727426804158,-0.3742756782208392,0.6237659567952973,seeded + op determinism ON,13221.972222222224,-0.37427567822083896,13221.972222222224,-0.37427567822083896
gbt,change,1,8,2024-2025,72,838,15731.893546687344,21585.011340380617,0.3467750620732909,-0.7371843862421803,0.6044117170594183,,9055.972222222224,-0.7371843862421799,9055.972222222224,-0.7371843862421799
persistence,change,1,8,2024-2025,72,838,9055.972222222224,11837.72660465964,0.2340714340119061,0.0,0.772281925814274,,9055.972222222224,0.0,9055.972222222224,0.0
climatology,change,1,8,2024-2025,72,838,39768.35064412238,44433.40794768025,1.8425425516014589,-3.3913949455957724,0.0,,9055.972222222224,-3.3913949455957715,9055.972222222224,-3.3913949455957715
elasticnet,change,1,8,2024-2025,72,838,13840.581009754927,17519.457187910306,0.3420036931006989,-0.5283373965957927,0.6519699513411801,,9055.972222222224,-0.5283373965957925,9055.972222222224,-0.5283373965957925
transformer,change,1,8,2024-2025,72,838,11332.164142327296,15768.829501585236,0.2640403349162049,-0.2513470518957184,0.7150456592043213,seeded + op determinism ON,9055.972222222224,-0.25134705189571815,9055.972222222224,-0.25134705189571815
gbt,change,3,1,2010-2011,72,330,2808.185167080776,4992.067369804912,1.1823462990807403,0.1657238324682761,-0.3908473382864286,,2019.0462962962963,-0.3908473382864288,2019.0462962962963,-0.3908473382864288
persistence,change,3,1,2010-2011,72,330,3366.0138888888887,5852.28216050039,1.418645357056413,0.0,-0.6671306126379797,,2019.0462962962963,-0.6671306126379799,2019.0462962962963,-0.6671306126379799
climatology,change,3,1,2010-2011,72,330,2019.0462962962963,3819.8834138075863,1.088187713520391,0.4001669740695045,0.0,,2019.0462962962963,0.0,2019.0462962962963,0.0
elasticnet,change,3,1,2010-2011,72,330,2738.103555623457,4868.360147757331,1.26060500931441,0.1865441896535676,-0.3561370834567718,,2019.0462962962963,-0.3561370834567721,2019.0462962962963,-0.3561370834567721
transformer,change,3,1,2010-2011,72,330,3352.6587055978785,7003.290290438135,1.289589493036413,0.0039676554321701,-0.6605160128066094,seeded + op determinism ON,2019.0462962962963,-0.6605160128066097,2019.0462962962963,-0.6605160128066097
gbt,change,3,2,2012-2013,72,402,2049.0288780383903,4248.890325241287,0.9896289900545728,0.281154599581137,-0.0586451635475453,,1935.5199915824917,-0.05864516354754534,1651.7077327808795,-0.24055172556985327
persistence,change,3,2,2012-2013,72,402,2850.4444444444443,5398.682120563211,1.0896449942444972,0.0,-0.472702145594428,,1935.5199915824917,-0.4727021455944278,1651.7077327808795,-0.7257559481454536
climatology,change,3,2,2012-2013,72,402,1935.5199915824917,3540.279283418185,0.9063315011993784,0.3209760690635993,0.0,,1935.5199915824917,0.0,1651.7077327808795,-0.1718295877466014
elasticnet,change,3,2,2012-2013,72,402,2312.2290253920046,4710.825941277632,0.9095873853024192,0.1888180701439135,-0.1946293685664872,,1935.5199915824917,-0.19462936856648727,1651.7077327808795,-0.3999020404772493
transformer,change,3,2,2012-2013,72,402,2264.1001537659185,4298.169619597023,1.007523105532415,0.2057027604313842,-0.1697632489524316,seeded + op determinism ON,1935.5199915824917,-0.16976324895243167,1651.7077327808795,-0.37076318578105294
gbt,change,3,3,2014-2015,72,474,3980.538302218009,7801.103965354558,0.8899097660493442,0.3456634427026166,0.2203041051348745,,5105.244658119658,0.22030410513487442,5105.244658119658,0.22030410513487442
persistence,change,3,3,2014-2015,72,474,6083.319444444444,10568.09816473354,1.0250309154301778,0.0,-0.1915823534077261,,5105.244658119658,-0.1915823534077261,5105.244658119658,-0.1915823534077261
climatology,change,3,3,2014-2015,72,474,5105.244658119658,9742.488942635073,0.8654616400583031,0.1607797840072342,0.0,,5105.244658119658,0.0,5105.244658119658,0.0
elasticnet,change,3,3,2014-2015,72,474,5105.083606176185,9697.648844182491,0.8744975971998682,0.1608062583597558,3.1546371282553665e-05,,5105.244658119658,3.1546371282553665e-05,5105.244658119658,3.1546371282553665e-05
transformer,change,3,3,2014-2015,72,474,4649.577337931823,9251.725975930036,0.9402769498825272,0.2356841720389972,0.0892547469714536,seeded + op determinism ON,5105.244658119658,0.08925474697145352,5105.244658119658,0.08925474697145352
gbt,change,3,4,2016-2017,72,546,2470.7495156545974,4234.4824870194025,0.8395614334699446,0.3714727076802668,-0.366228974845233,,1808.4446759259256,-0.3662289748452332,1808.4446759259256,-0.3662289748452332
persistence,change,3,4,2016-2017,72,546,3931.0138888888887,6161.262331202015,1.1327633093606433,0.0,-1.1736987264353025,,1808.4446759259256,-1.173698726435303,1808.4446759259256,-1.173698726435303
climatology,change,3,4,2016-2017,72,546,1808.4446759259256,3126.565936631338,0.67032429162087,0.539954646042452,0.0,,1808.4446759259256,0.0,1808.4446759259256,0.0
elasticnet,change,3,4,2016-2017,72,546,2856.93879529934,4953.273679759844,0.9146463436595448,0.2732310604715616,-0.5797767182657021,,1808.4446759259256,-0.5797767182657023,1808.4446759259256,-0.5797767182657023
transformer,change,3,4,2016-2017,72,546,3453.667077194778,5696.927475404525,0.9834335365944528,0.1214309654421074,-0.9097443915039848,seeded + op determinism ON,1808.4446759259256,-0.9097443915039849,1808.4446759259256,-0.9097443915039849
gbt,change,3,5,2018-2019,72,618,1782.9631040840245,3061.209780474116,0.8116655180008,0.293222871002633,-0.0474881588113422,,1702.1319898329702,-0.047488158811342274,1702.1319898329702,-0.047488158811342274
persistence,change,3,5,2018-2019,72,618,2522.6666666666665,4257.289503506506,1.0394761878253729,0.0,-0.4820628962588353,,1702.1319898329702,-0.48206289625883536,1702.1319898329702,-0.48206289625883536
climatology,change,3,5,2018-2019,72,618,1702.1319898329702,2891.13748966242,0.7942210147575308,0.3252648031846048,0.0,,1702.1319898329702,0.0,1702.1319898329702,0.0
elasticnet,change,3,5,2018-2019,72,618,1866.1801210978288,3270.209780134324,0.8526135485764204,0.2602351528417695,-0.0963780319298017,,1702.1319898329702,-0.09637803192980154,1702.1319898329702,-0.09637803192980154
transformer,change,3,5,2018-2019,72,618,2183.133197528716,3747.2973617729713,0.9752332141098758,0.1345930770895682,-0.2825874906110812,seeded + op determinism ON,1702.1319898329702,-0.28258749061108146,1702.1319898329702,-0.28258749061108146
gbt,change,3,6,2020-2021,72,690,9972.57764457565,15456.28900007556,1.2048109853162676,0.0610669320220382,0.2558308585656754,,10621.180555555557,0.06106693202203839,10621.180555555557,0.06106693202203839
persistence,change,3,6,2020-2021,72,690,10621.180555555557,15015.582625041376,1.258815246013157,0.0,0.2074311079096092,,10621.180555555557,0.0,10621.180555555557,0.0
climatology,change,3,6,2020-2021,72,690,13400.95562865497,20351.633478896256,1.5165021024099272,-0.2617199715756095,0.0,,10621.180555555557,-0.26171997157560933,10621.180555555557,-0.26171997157560933
elasticnet,change,3,6,2020-2021,72,690,12351.106300579158,18790.60437769321,1.3911376523364056,-0.1628750905772655,0.0783413778216638,,10621.180555555557,-0.16287509057726535,10621.180555555557,-0.16287509057726535
transformer,change,3,6,2020-2021,72,690,10158.150921293356,16030.640878329874,1.1529955338668063,0.0435949310757177,0.2419830941330479,seeded + op determinism ON,10621.180555555557,0.04359493107571799,10621.180555555557,0.04359493107571799
gbt,change,3,7,2022-2023,72,762,31435.310626969946,42752.69349347116,0.8266333287260474,-0.8866437534629106,0.3497425024566681,,16662.027777777777,-0.8866437534629106,16662.027777777777,-0.8866437534629106
persistence,change,3,7,2022-2023,72,762,16662.027777777777,22725.375596456048,0.3843369497904655,0.0,0.6553363631317293,,16662.027777777777,0.0,16662.027777777777,0.0
climatology,change,3,7,2022-2023,72,762,48342.86531986532,55658.65515316127,2.817132416168313,-1.901379469811017,0.0,,16662.027777777777,-1.9013794698110167,16662.027777777777,-1.9013794698110167
elasticnet,change,3,7,2022-2023,72,762,33380.7481619996,41130.488280516896,1.0939704012302895,-1.0034025034167602,0.3095000070613813,,16662.027777777777,-1.0034025034167606,16662.027777777777,-1.0034025034167606
transformer,change,3,7,2022-2023,72,762,23283.667965991037,40790.12595089893,0.4812086309349506,-0.3974090234709948,0.5183639237779483,seeded + op determinism ON,16662.027777777777,-0.39740902347099505,16662.027777777777,-0.39740902347099505
gbt,change,3,8,2024-2025,72,834,16438.091842880658,21725.183671253773,0.4007880518795627,-0.0830714862641166,0.5874761477919648,,15177.291666666666,-0.08307148626411665,15177.291666666666,-0.08307148626411665
persistence,change,3,8,2024-2025,72,834,15177.291666666666,18498.19004547021,0.3571594311764453,0.0,0.6191166904125869,,15177.291666666666,0.0,15177.291666666666,0.0
climatology,change,3,8,2024-2025,72,834,39847.61548913043,44487.323218148405,1.857285422172076,-1.6254760311845555,0.0,,15177.291666666666,-1.6254760311845557,15177.291666666666,-1.6254760311845557
elasticnet,change,3,8,2024-2025,72,834,16206.222864771778,20021.211413294277,0.4530728720044972,-0.0677941243209363,0.593295039970648,,15177.291666666666,-0.06779412432093634,15177.291666666666,-0.06779412432093634
transformer,change,3,8,2024-2025,72,834,32631.44442497408,50607.61091696274,0.5180389944077031,-1.1500176145814822,0.1810941752869697,seeded + op determinism ON,15177.291666666666,-1.1500176145814827,15177.291666666666,-1.1500176145814827
gbt,change,6,1,2010-2011,72,324,3705.152463259604,7746.026007053343,1.2344860849943358,0.0646998777993111,-0.8351002996099055,,2019.0462962962963,-0.8351002996099057,2019.0462962962963,-0.8351002996099057
persistence,change,6,1,2010-2011,72,324,3961.4583333333335,6355.848224491974,1.6573255104537827,0.0,-0.9620443278592292,,2019.0462962962963,-0.9620443278592294,2019.0462962962963,-0.9620443278592294
climatology,change,6,1,2010-2011,72,324,2019.0462962962963,3816.575495883061,1.0881877135203908,0.4903275192099804,0.0,,2019.0462962962963,0.0,2019.0462962962963,0.0
elasticnet,change,6,1,2010-2011,72,324,2877.5270134288585,4881.768389663072,1.3126054704118917,0.2736192656082818,-0.4251911997794919,,2019.0462962962963,-0.42519119977949216,2019.0462962962963,-0.42519119977949216
transformer,change,6,1,2010-2011,72,324,3260.186309908468,5736.05513218953,1.4596070250244757,0.177023702994444,-0.6147159755023435,seeded + op determinism ON,2019.0462962962963,-0.6147159755023437,2019.0462962962963,-0.6147159755023437
gbt,change,6,2,2012-2013,72,396,1822.222314124775,4156.236262526668,0.8120747520240137,0.610141066475153,0.0622621801059359,,1943.2108585858584,0.062262180105936094,1863.503419248913,0.022152417160992477
persistence,change,6,2,2012-2013,72,396,4674.055555555556,8002.361141146614,1.583094188951063,0.0,-1.4053259762849557,,1943.2108585858584,-1.405325976284955,1863.503419248913,-1.5082087359085388
climatology,change,6,2,2012-2013,72,396,1943.2108585858584,3541.8150940377354,0.9148213752058024,0.5842559345970613,0.0,,1943.2108585858584,0.0,1863.503419248913,-0.04277289674578211
elasticnet,change,6,2,2012-2013,72,396,2850.377591082492,5585.683705555995,1.042494836658361,0.3901703654988548,-0.4668390609739645,,1943.2108585858584,-0.46683906097396455,1863.503419248913,-0.5295800166716838
transformer,change,6,2,2012-2013,72,396,4227.543518035088,9295.137060000656,1.1319107776416528,0.0955298952297959,-1.1755454377769468,seeded + op determinism ON,1943.2108585858584,-1.1755454377769468,1863.503419248913,-1.2685998181527371
gbt,change,6,3,2014-2015,72,468,4118.6112365959725,7218.211272306125,0.7994553023732622,0.5845131767424483,0.1931304642722273,,5104.432692307692,0.19313046427222735,5104.432692307692,0.19313046427222735
persistence,change,6,3,2014-2015,72,468,9912.736111111111,15593.06540447815,1.45320938618362,0.0,-0.9419858598683188,,5104.432692307692,-0.9419858598683188,5104.432692307692,-0.9419858598683188
climatology,change,6,3,2014-2015,72,468,5104.432692307692,9742.216095449936,0.8648016311425416,0.4850631919287983,0.0,,5104.432692307692,0.0,5104.432692307692,0.0
elasticnet,change,6,3,2014-2015,72,468,6036.171435960961,10836.724921991205,1.0562571354000667,0.3910690884633696,-0.1825352198408623,,5104.432692307692,-0.1825352198408623,5104.432692307692,-0.1825352198408623
transformer,change,6,3,2014-2015,72,468,5791.805500164261,10229.786685622814,1.0179382336603189,0.4157208024863822,-0.1346619397866544,seeded + op determinism ON,5104.432692307692,-0.13466193978665442,5104.432692307692,-0.13466193978665442
gbt,change,6,4,2016-2017,72,540,3622.743350739702,6141.4004714214925,0.9989547639238004,0.3448762495208878,-1.0016498030095522,,1809.878703703704,-1.0016498030095513,1809.878703703704,-1.0016498030095513
persistence,change,6,4,2016-2017,72,540,5529.861111111111,8368.11279003018,1.5841542175965992,0.0,-2.055376639216154,,1809.878703703704,-2.055376639216153,1809.878703703704,-2.055376639216153
climatology,change,6,4,2016-2017,72,540,1809.878703703704,3124.8538172920094,0.671431101054205,0.6727081083343799,0.0,,1809.878703703704,0.0,1809.878703703704,0.0
elasticnet,change,6,4,2016-2017,72,540,3358.312898799727,5458.390915640614,1.1058476925472849,0.3926948920919745,-0.8555458395788265,,1809.878703703704,-0.855545839578826,1809.878703703704,-0.855545839578826
transformer,change,6,4,2016-2017,72,540,11204.875715696297,24988.579060142754,1.356948996709089,-1.0262490305918202,-5.190953953304625,seeded + op determinism ON,1809.878703703704,-5.190953953304625,1809.878703703704,-5.190953953304625
gbt,change,6,5,2018-2019,72,612,1843.088740033156,2847.387581104099,0.8395522788923322,0.5108990181948658,-0.0920299647165234,,1687.763888888889,-0.0920299647165237,1687.763888888889,-0.0920299647165237
persistence,change,6,5,2018-2019,72,612,3768.319444444444,5828.9840273984855,1.5031259307050833,0.0,-1.232729038257392,,1687.763888888889,-1.2327290382573914,1687.763888888889,-1.2327290382573914
climatology,change,6,5,2018-2019,72,612,1687.763888888889,2888.108223355477,0.7841219480232637,0.552117618006848,0.0,,1687.763888888889,0.0,1687.763888888889,0.0
elasticnet,change,6,5,2018-2019,72,612,2171.0934709017406,3761.5012060941554,1.0239203447314464,0.4238563097131962,-0.28637274751212,,1687.763888888889,-0.28637274751212005,1687.763888888889,-0.28637274751212005
transformer,change,6,5,2018-2019,72,612,2255.053252793172,3915.834086355852,1.081055040885244,0.4015758785742672,-0.3361189131009008,seeded + op determinism ON,1687.763888888889,-0.3361189131009008,1687.763888888889,-0.3361189131009008
gbt,change,6,6,2020-2021,72,684,11243.865479226,16941.797554930414,1.3550363699101728,0.3622818546577863,0.1605947772743844,,13395.03874269006,0.16059477727438431,13395.03874269006,0.16059477727438431
persistence,change,6,6,2020-2021,72,684,17631.402777777777,23458.223635326696,1.824042097582236,0.0,-0.3162636642166927,,13395.03874269006,-0.3162636642166927,13395.03874269006,-0.3162636642166927
climatology,change,6,6,2020-2021,72,684,13395.03874269006,20349.935463511305,1.5117736319741366,0.2402737937804435,0.0,,13395.03874269006,0.0,13395.03874269006,0.0
elasticnet,change,6,6,2020-2021,72,684,13683.83139470462,20808.541945259145,1.587651867596929,0.2238943453806516,-0.0215596727685583,,13395.03874269006,-0.021559672768558524,13395.03874269006,-0.021559672768558524
transformer,change,6,6,2020-2021,72,684,19654.78633496254,53187.070953419054,1.2883293482181069,-0.1147602140729828,-0.4673183640986891,seeded + op determinism ON,13395.03874269006,-0.4673183640986891,13395.03874269006,-0.4673183640986891
gbt,change,6,7,2022-2023,72,756,35198.78626747867,43612.50411719369,1.2343940331999694,-0.2922116432867403,0.2721523744398525,,27239.180555555555,-0.2922116432867403,27239.180555555555,-0.2922116432867403
persistence,change,6,7,2022-2023,72,756,27239.180555555555,34550.799931445545,0.6082930328581454,0.0,0.4367427121234822,,27239.180555555555,0.0,27239.180555555555,0.0
climatology,change,6,7,2022-2023,72,756,48360.103174603166,55667.80146559511,2.8251825371600794,-0.7753875920008138,0.0,,27239.180555555555,-0.7753875920008138,27239.180555555555,-0.7753875920008138
elasticnet,change,6,7,2022-2023,72,756,31733.445165924222,39067.31392733245,1.106725561238535,-0.1649926509794379,0.3438093990132472,,27239.180555555555,-0.16499265097943794,27239.180555555555,-0.16499265097943794
transformer,change,6,7,2022-2023,72,756,22782.73343090026,30987.121824117417,0.5739594233162921,0.1636043021032209,0.528894027611073,seeded + op determinism ON,27239.180555555555,0.16360430210322097,27239.180555555555,0.16360430210322097
gbt,change,6,8,2024-2025,72,828,30968.77287383676,49765.3429306396,0.5018449882071407,-0.2374673862811445,0.2247681251445891,,25025.930555555555,-0.23746738628114428,25025.930555555555,-0.23746738628114428
persistence,change,6,8,2024-2025,72,828,25025.930555555555,29403.942871237523,0.5586003791816752,0.0,0.3735334898924897,,25025.930555555555,0.0,25025.930555555555,0.0
climatology,change,6,8,2024-2025,72,828,39947.75483091788,44547.526601982485,1.887290882385112,-0.5962545225735789,0.0,,25025.930555555555,-0.5962545225735794,25025.930555555555,-0.5962545225735794
elasticnet,change,6,8,2024-2025,72,828,21030.98894086236,25033.511577121964,0.6133135448589525,0.1596320906359405,0.4735376486143532,,25025.930555555555,0.15963209063594042,25025.930555555555,0.15963209063594042
transformer,change,6,8,2024-2025,72,828,37222.98047190425,70055.59163401861,0.573028944825765,-0.4873764789394035,0.0682084480228351,seeded + op determinism ON,25025.930555555555,-0.4873764789394035,25025.930555555555,-0.4873764789394035
gbt,change,9,1,2010-2011,72,318,4609.8523954577895,9463.306102671191,1.3041337527514638,-0.0590294869418583,-1.283183106753928,,2019.046296296296,-1.283183106753928,2019.046296296296,-1.283183106753928
persistence,change,9,1,2010-2011,72,318,4352.902777777777,6811.89067509487,1.926381892381792,0.0,-1.1559202410378937,,2019.046296296296,-1.1559202410378937,2019.046296296296,-1.1559202410378937
climatology,change,9,1,2010-2011,72,318,2019.046296296296,3810.900768844308,1.0881877135203908,0.5361609483667242,0.0,,2019.046296296296,0.0,2019.046296296296,0.0
elasticnet,change,9,1,2010-2011,72,318,3179.759997023598,5611.919577447584,1.407777024826192,0.2695081513750432,-0.5748821623637335,,2019.046296296296,-0.5748821623637335,2019.046296296296,-0.5748821623637335
transformer,change,9,1,2010-2011,72,318,7902.834696875898,17794.38023189966,1.8604551038662167,-0.8155320944040048,-2.914142390579514,seeded + op determinism ON,2019.046296296296,-2.914142390579514,2019.046296296296,-2.914142390579514
gbt,change,9,2,2012-2013,72,390,2127.1457182867634,4465.547520511635,0.862008285179671,0.6079315270724186,-0.0887326176465068,,1953.7815656565656,-0.08873261764650708,1953.7815656565656,-0.08873261764650708
persistence,change,9,2,2012-2013,72,390,5425.444444444444,8842.585246031464,2.0090507698270192,0.0,-1.7768940703569545,,1953.7815656565656,-1.776894070356955,1953.7815656565656,-1.776894070356955
climatology,change,9,2,2012-2013,72,390,1953.7815656565656,3544.2057758955875,0.9250345527236624,0.6398854350711853,0.0,,1953.7815656565656,0.0,1953.7815656565656,0.0
elasticnet,change,9,2,2012-2013,72,390,3188.960041978539,6213.361880098474,1.2599037760922949,0.4122214180547041,-0.6321988588867111,,1953.7815656565656,-0.6321988588867113,1953.7815656565656,-0.6321988588867113
transformer,change,9,2,2012-2013,72,390,3248.060878849542,6684.51674487026,1.172445748042248,0.401328147010058,-0.6624483186573804,seeded + op determinism ON,1953.7815656565656,-0.6624483186573804,1953.7815656565656,-0.6624483186573804
gbt,change,9,3,2014-2015,72,462,3937.555267573314,7209.282851804015,0.8342032462567877,0.6629931502800285,0.2276620589329017,,5098.228454415955,0.2276620589329016,4949.6076056914335,0.2044712265583205
persistence,change,9,3,2014-2015,72,462,11683.902777777776,17306.45969597287,1.7971281009159317,0.0,-1.2917573981325767,,5098.228454415955,-1.2917573981325767,4949.6076056914335,-1.360571525779688
climatology,change,9,3,2014-2015,72,462,5098.228454415955,9741.552738585804,0.8589778127278964,0.5636536394232464,0.0,,5098.228454415955,0.0,4949.6076056914335,-0.03002679415508136
elasticnet,change,9,3,2014-2015,72,462,6415.315905402437,12097.927556917995,1.2205430718635495,0.450926969573552,-0.2583421795948855,,5098.228454415955,-0.2583421795948855,4949.6076056914335,-0.29612616119823754
transformer,change,9,3,2014-2015,72,462,5927.317580605038,13852.972962063644,0.9955478342495973,0.4926936920530945,-0.162622984356644,seeded + op determinism ON,5098.228454415955,-0.16262298435664402,4949.6076056914335,-0.1975328253878872
gbt,change,9,4,2016-2017,72,534,2675.2493985194724,4705.977510720027,0.8736707207647861,0.5185538047365239,-0.4801754859747151,,1807.3866402116405,-0.48017548597471493,1807.3866402116405,-0.48017548597471493
persistence,change,9,4,2016-2017,72,534,5556.694444444444,8626.805281279456,1.6692336215612158,0.0,-2.0744359401670525,,1807.3866402116405,-2.074435940167052,1807.3866402116405,-2.074435940167052
climatology,change,9,4,2016-2017,72,534,1807.3866402116405,3125.692553556536,0.6695350540216187,0.6747370836597545,0.0,,1807.3866402116405,0.0,1807.3866402116405,0.0
elasticnet,change,9,4,2016-2017,72,534,3117.7086698095727,5483.370731326495,1.0098387375755695,0.4389274593051193,-0.7249815841531821,,1807.3866402116405,-0.7249815841531819,1807.3866402116405,-0.7249815841531819
transformer,change,9,4,2016-2017,72,534,11182.451420359106,30938.33056719659,1.3010833803960051,-1.0124287077795442,-5.18708314622137,seeded + op determinism ON,1807.3866402116405,-5.187083146221369,1807.3866402116405,-5.187083146221369
